Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2020-03-12,55.48270797729492,59.41209850488391,55.40258971119075,56.0345945777421,84534000
2020-03-13,60.69900131225586,60.700493420966005,55.59383298985285,58.672102616166846,74002000
2020-03-16,53.960914611816406,57.341751934157784,53.46874654876713,54.54166381410045,85048000
2020-03-17,55.72605514526367,56.27644580827855,52.55158829559161,54.39784304976598,77230000
2020-03-18,54.581478118896484,55.06419238089318,51.61950559200986,52.576475036439554,84668000
2020-03-19,55.501617431640625,57.62555631107898,52.75552618156858,54.39486005275054,73022000
2020-03-20,53.36324691772461,56.92985364737396,53.023357470335,56.518301219717166,72036000
2020-03-23,52.58195114135742,53.31348689204805,50.43790473543113,52.81584393747912,80882000
2020-03-24,56.455596923828125,56.482470066095956,54.27392907840006,54.928330717462366,66890000
2020-03-25,54.8646354675293,57.174195720333074,54.04451861574049,56.057984515488805,81630000
2020-03-26,57.81367111206055,58.22273291749569,54.41874781625705,55.32794321527644,71434000
2020-03-27,55.27369689941406,57.26227912123866,55.0348304215655,56.0181718086943,64170000
2020-03-30,57.07068634033203,57.310053987846615,54.5655535212399,55.98681933569691,51482000
2020-03-31,57.866416931152344,58.48847059654039,56.6387341862922,57.09457529453084,49728000
2020-04-01,55.0203971862793,56.21822639006784,54.61382603119818,55.83553656818428,46884000
2020-04-02,55.777809143066406,56.077388876340756,54.56156971898551,54.65412981425825,39298000
2020-04-03,54.63522720336914,55.91217620483488,53.73598675455353,55.68699306542735,46268000
2020-04-06,59.06624221801758,59.45141892355401,56.28043698295594,56.63177357043967,53294000
2020-04-07,59.04583740234375,60.961264736535085,58.83284550940347,60.76220678621572,47746000
2020-04-08,60.228729248046875,60.66615629570455,59.127944075022896,60.040621038171174,39502000
2020-04-09,60.286949157714844,60.989622228115614,59.55466931054919,60.91547240120894,43508000
2020-04-13,60.59101104736328,60.737818597464376,59.099976815251914,60.17398754701405,34796000
2020-04-14,63.162330627441406,63.80130623274621,61.554946121401194,61.961023685857924,49408000
2020-04-15,62.825927734375,63.72118915650483,61.7276294245941,61.9868994469199,33434000
2020-04-16,62.87569046020508,63.6485306183077,61.83810542123735,63.40468664908985,50362000
2020-04-17,63.86003112792969,64.41639407233707,63.261866357252494,63.93965582370902,38980000
2020-04-20,63.031951904296875,63.77791892024484,62.77118597958641,63.250414839386714,33910000
2020-04-21,60.53030014038086,62.417859367485285,60.20036188278244,62.05607047476192,43060000
2020-04-22,62.86275100708008,63.977618159046905,61.807249278039805,61.98341681601576,41848000
2020-04-23,63.5146598815918,64.36065130025692,62.98517013979324,63.27778289183981,31324000
2020-04-24,63.66395950317383,63.7181993645888,62.17799763837952,62.76123371223657,32792000
2020-04-27,63.49326705932617,64.50199332243506,63.15089074675797,64.49452898196564,32012000
2020-04-28,61.39271545410156,64.09889574815824,61.31956415862492,64.09292731319228,59026000
2020-04-29,66.75780487060547,67.67894095083167,65.95460992813778,66.75681013141886,75872000
2020-04-30,67.1151123046875,67.32213195273073,65.81277852643127,65.93172199438965,53378000
2020-05-01,65.71922302246094,67.28480568237357,65.24098891217992,66.11186400966974,41450000
2020-05-04,66.02725982666016,66.07006398278777,64.64381309881045,65.1031395852676,30080000
2020-05-05,67.23703002929688,68.37315120561578,66.55775229084932,66.58064647772801,33030000
2020-05-06,67.04743957519531,68.23282708987055,67.04694600227127,67.76355314054778,24308000
2020-05-07,68.30448150634766,68.55529246851148,67.44405487163053,67.97504058616973,27952000
2020-05-08,69.09125518798828,69.6083069281213,68.4497927136965,68.8304892564852,27738000
2020-05-11,69.83223724365234,70.49260728435102,68.53298656288487,68.58912477449499,28242000
2020-05-12,68.46273040771484,70.41647398250896,68.41445898317728,70.02433415146153,27812000
2020-05-13,67.1484603881836,68.94754123149886,66.10689246387379,68.52792832535263,36252000
2020-05-14,67.48685455322266,67.55104939831612,65.88344895759907,66.43632649145944,32062000
2020-05-15,68.33583068847656,68.4000255339908,66.63438632549058,67.18179659437172,34154000
2020-05-18,68.87079620361328,69.28807029819045,67.39329721856366,67.76652942661171,36448000
2020-05-19,68.35050964355469,69.27189628330244,68.35050964355469,69.02293053616704,25612000
2020-05-20,70.00442504882812,70.18855809713762,69.03551875585958,69.15146281601207,33108000
2020-05-21,69.8093490600586,70.44085653603642,69.34405413914214,70.06812550776915,27700000
2020-05-22,70.18855285644531,70.30499807418597,69.26343034142864,69.50628335439127,26188000
2020-05-26,70.5169906616211,71.71034341341047,70.27364407837518,71.52472206890252,41212000
2020-05-27,70.55780029296875,70.75188072314815,69.23655898108824,70.5284440997267,33716000
2020-05-28,70.50257110595703,71.70238600028932,69.47095825156192,69.51375481591955,33844000
2020-05-29,71.10919952392578,71.29084194443327,70.33437359916663,70.51302420855919,36418000
2020-06-01,71.2535171508789,71.55906913624506,70.56577270229424,70.5851815065537,24342000
2020-06-02,71.62176513671875,71.64117394018096,70.60707046181705,71.1903065245423,25562000
2020-06-03,71.48043823242188,71.9866389762385,71.1518477881398,71.57598634695985,25124000
2020-06-04,70.27613830566406,71.60882293355489,69.90539676398639,71.1828392012393,29686000
2020-06-05,71.5804672241211,71.91189761426476,69.96860248321823,70.32541011266495,34698000
2020-06-08,71.9895248413086,72.05819981168356,70.78174442468311,70.78174442468311,28084000
2020-06-09,72.46477508544922,73.05398719837653,71.82032837094407,71.92731978367873,28184000
2020-06-10,72.9469985961914,73.36546488374049,72.47025273984342,72.6329799267308,30504000
2020-06-11,69.86109924316406,72.38090989022466,69.7695300983239,71.78399053738569,39826000
